#separator:tab
#html:true
#guid column:1
#notetype column:2
#tags column:15
Hd:]6g//Ra	Universal German word template	Leiter	<ul><li>проводник</li><li>лестница-стремянка</li></ul>		"<ul><li>der – проводник</li><li>die – лестница-стремянка</li>
</ul>"	"<ul><li>Leiter – проводники</li><li>Leitern – лестницы-стремянки</li>
</ul>"				Er kletterte die Leiter nach oben um das Dach zu reparieren.	Он забрался по стремянке наверх, чтобы починить крышу.	Der Leiter der Abteilung wird heute eine Besprechung durchführen.	Руководитель отдела сегодня проведет совещание.	Ich brauche eine Leiter, um die Glühbirne auszutauschen.	Мне нужна стремянка, чтобы поменять лампочку.	chatgpt
E>V|E?2$!Y	Universal German word template	Last	бремя, ноша, груз	Syn: die Ladung, die Beschickung, die Beladung	die	Lasten				Die Last der Verantwortung ist oft schwer zu tragen.	Бремя ответственности часто бывает трудно нести.					
lO^<!_~:~D	Universal German word template	24.00 Uhr, vierundzwanzig Uhr	24 часа (полночь)													A1
v,7xROH<JV	Universal German word template	passend	подходящий, соответствующий							Ich suche passende Schuhe zu meinem neuen Anzug.	Я ищу подходящие туфли к моему новому костюму.	Die Farbe ist nicht ganz passend zum Rest des Zimmers.	Цвет не совсем подходит к остальной части комнаты.			chatgpt
fZ-hw{11:s	Universal German word template	pur	чистый (без примесей)	Syn: rein, geläutert						Der Pokal war aus purem Silber.	Чаша была из чистого серебра.	Ihr Ring ist aus purem Gold.	Ее кольцо из чистого золота.	Seine Rede war der pure Hohn.	Его речь была чистой насмешкой.	
n_!^8oFadv	Universal German word template	Pfosten	столб, стойка		der	Pfosten				Die Pfosten der Brücke wurden neu gestrichen.	Столбы моста были заново покрашены.	Der Ball prallte gegen den Pfosten.	Мяч ударился о штангу.	Er befestigte das Schild an einem Holzpfosten.	Он прикрепил знак к деревянному столбу.	chatgpt
IQ`{o(!{;U	Universal German word template	Papier	бумага		das	Papiere				Hier sind Papier und Bleistift.	Вот бумага и карандаш.					A1 chatgpt
pZgu%`@$<m	Universal German word template	Prozess	процесс		der	Prozesse										chatgpt
"dIns<#!et-"	Universal German word template	preisen	восхвалять<br><ul></ul>	"<ul><li><b class=""spoiler"">Loben</b>&nbsp;обычно используется в контексте выражения одобрения или похвалы чьим-то действиям, работе, поведению и т.д. Это слово часто применяется в повседневной речи.<br></li><li><b class=""spoiler"">Preisen</b>&nbsp;также означает выражение положительной оценки или одобрения, но обычно оно используется в более торжественном, формальном или даже религиозном контексте.<br></li><li><b class=""spoiler"">Rühmen</b>&nbsp;также переводится как ""хвалить"" и может использоваться, например, когда кто-то хвалит себя или что-то в повышенной степени. Например, ""Er rühmt sich seiner Taten."" (Он хвалится своими поступками).</li><li><b class=""spoiler"">Laudieren</b>: Это не такое употребительное слово, но оно также может означать похвалу в формальном или академическом контексте.</li><li><b class=""spoiler"">Komplimentieren</b>: Используется, когда делают комплименты в чей-либо адрес, выражая восхищение или одобрение.</li></ul>"			preist	haben gepriesen	pries	Er preist Gott für seine Gnade.	Он славит Бога за Его милость.	Der Dichter preist die Schönheit der Natur in seinen Gedichten.	Поэт воспевает красоту природы в своих стихах.			chatgpt
j3XHHHu7LW	Universal German word template	Partnerin	<ul><li>партнёрша, напарница</li><li>сожительница, любовница, спутница</li></ul>		die	Partnerinnen				Sie ist meine Partnerin.	Она моя партнёрша.	Das ist Anna, meine Geschäftspartnerin.	Это Анна, моя деловая партнёрша.			A1 chatgpt
wtD<Lf+Kh&	Universal German word template	Prüfung	"<ul><li>испытание</li>
<li>экзамен</li>
<li><ul>
<li>испытание</li>
<li>экзамен</li>
</ul></li>
</ul>"		die	Prüfungen				Die Prüfung ist am Montag um 8.00 Uhr.	Экзамен в понедельник в 8:00.	Ich habe morgen eine Prüfung.	Завтра у меня экзамен.	Wir haben nächste Woche eine wichtige Prüfung.	На следующей неделе у нас важный экзамен.	A1 chatgpt
s[Tir}{chb	Universal German word template	passen	подходить, соответствовать	"Предлог ""zu"" используется, когда речь идет о соответствии или подходящей паре. В этом случае ""zu"" выступает как связующий элемент между двумя сущностями, которые хорошо сочетаются или подходят друг другу.<br><br>В случае, когда предлог ""zu"" не используется, глагол ""passen"" чаще всего описывает соответствие по размеру, форме или характеру без явного указания на то, к чему именно это соответствие относится."			passt	haben gepasst	"ich	passte"	Das Hemd passt dir gut.	Эта рубашка тебе хорошо идет.	Der Wein passt gut zum Essen.	Это вино хорошо подходит к еде.			chatgpt
nF}-spDnpr	Universal German word template	Pommes frites	картофель фри		Pl.	Pommes frites				Die Kinder essen Hähnchen mit Pommes frites.	Дети едят курицу с картофелем фри.	Ich möchte eine Portion Pommes frites, bitte.	Я хочу порцию картофеля фри, пожалуйста.	Hast du Ketchup zu den Pommes frites?	У тебя есть кетчуп к картофелю фри?	A1 chatgpt
Lqs8%XwEEy	Universal German word template	Postleitzahl	почтовый индекс		die	Postleitzahlen				Wie ist Ihre Postleitzahl?	Какой ваш почтовый индекс?	Ich brauche Ihre Postleitzahl für das Formular.	Мне нужен ваш почтовый индекс для заполнения формуляра.			A1 chatgpt
PM..8vp)|%	Universal German word template	pünktlich	пунктуальный, точный							Der Bus fährt pünktlich um acht Uhr.	Автобус отходит ровно в восемь часов.	Herr Müller ist immer pünktlich.	Господин Мюллер всегда пунктуален.	Sie ist immer pünktlich zur Arbeit gekommen.	Она всегда приходила на работу вовремя.	A1 chatgpt
"D}#b&1e.|/"	Universal German word template	pürieren	перемалывать до пюреобразного состояния, измельчать в пюре				püriert	haben püriert	pürierte	Um eine glatte Suppe zu bekommen, müssen Sie das Gemüse pürieren.	Чтобы получить однородный суп, вам нужно пюрировать овощи.	Nach dem Kochen der Äpfel sollten diese püriert werden, um Apfelmus zu machen.	После того как яблоки сварятся, их следует пюрировать, чтобы сделать яблочное пюре.	Bitte pürieren Sie die Bananen für den Babybrei sehr fein.	Пожалуйста, хорошо пюрируйте бананы для детского пюре.	chatgpt
Eng%5_e*n=	Universal German word template	Pronomen	местоимение		das	Pronomen, Pronomina										
C&*bz?2|@<	Universal German word template	Pommes	картофель-фри		Pl.	Pommes				Ich habe Lust auf Pommes mit Ketchup.	Мне хочется картошки фри с кетчупом.	Die Pommes sind sehr knusprig und lecker.	Картошка фри очень хрустящая и вкусная.			chatgpt
FOm2wly1Dz	Universal German word template	prägen	<ul><li>формировать, чеканить</li><li>оказывать влияние</li></ul>				prägt	haben geprägt	prägte			Die Münzen werden hier geprägt.	Здесь чеканят монеты.	Die Erinnerungen an diese Zeit prägen sein ganzes Leben.	Воспоминания о том времени формируют всю его жизнь.	chatgpt
t(f5y]D/Jl	Universal German word template	Packung	Упаковка		die	Packungen										
Deae`L{o*t	Universal German word template	Post	"<ul><li>пост</li><li>почта</li>
</ul>"		"<ul><li>die – почта</li><li>der – пост</li>
</ul>"	"<ul><li>Posten – почта</li><li>Posts – пост</li>
</ul>"				Ich gehe zur Post, um ein Paket zu verschicken.	Я иду на почту, чтобы отправить посылку.					A1 chatgpt
pjc>UD)}Wg	Universal German word template	Prozent	процент		das	Prozente				Ich habe eine Hose mit 30 Prozent Rabatt gekauft.	Я купил(а) штаны со скидкой 30 процентов.					A1 chatgpt
v:L@%BpJE0	Universal German word template	Praxis	"<ul><li>кабинет (врача)</li><li>практика, упражнение</li>
</ul>"		die	"<ul><li>Praxen – кабинет (врача)</li><li>Praktiken – практика, упражнение</li>
</ul>"				Die Praxis ist ab acht Uhr geöffnet.	Практика открыта с восьми утра.	Ich gehe zur Praxis, um den Arzt zu sehen.	Я иду в медицинскую практику, чтобы увидеть врача.	Er macht ein Praktikum in einer Anwaltspraxis.	Он проходит стажировку в адвокатской практике.	A1 chatgpt
p<@O/p?UoO	Universal German word template	planen	планировать													
vGG6NPMP0?	Universal German word template	Pfund	полкило		das	Pfunde										
J7<E^=O-N4	Universal German word template	pflegen	ухаживать				pflegt	haben gepflegt	pflegte							
cFu$MY>jZ<	Universal German word template	Pünktlichkeit	пунктуальность, точность		die	—				Mein Chef legt großen Wert auf Pünktlichkeit bei Meetings.	Мой начальник придает большое значение пунктуальности на совещаниях.					chatgpt
"e.~tmXx#:H"	Universal German word template	plätschern	плескаться, журчать, булькать				plätschert	sein geplätschert	plätscherte	Der Bach plätschert leise im Wald.	Ручей тихо журчит в лесу.	Die Kinder hörten dem Plätschern des Brunnens zu.	Дети слушали журчание фонтана.			chatgpt
A15s^A6_|j	Universal German word template	plötzlich	внезапно							Plötzlich fing es an zu regnen, und wir mussten Schutz suchen.	Вдруг начался дождь, и нам пришлось искать укрытие.	Plötzlich fühlte sie einen stechenden Schmerz in ihrer Schulter.	Вдруг она почувствовала резкую боль в плече.			chatgpt
KYE22k;/E~	Universal German word template	Pflanze	растение		die	Pflanzen										
C_c[{wYp>m	Universal German word template	profitieren	получать прибыль				profitiert	haben profitiert	profitierte	Viele Unternehmen profitieren von der Digitalisierung.	Многие компании извлекают выгоду из цифровизации.					chatgpt
"i.m/~#Wu1)"	Universal German word template	weiterhin	продолжать, по-прежнему							Es gibt weiterhin Probleme mit der neuen Technik.	До сих пор существуют проблемы с новым технологиями.					
"O#@dI;Q|ln"	Universal German word template	weiter	дальнейший; далее	"""Weiter"" обозначает продолжение действия, движение вперед или улучшение чего-либо."						Ich lese das Buch weiter.	Я читаю книгу дальше.&nbsp;	Gehen wir weiter!	Пойдем дальше!			A1 chatgpt
PI)0Hp8bXM	Universal German word template	waschen	мыть				wäscht	haben gewaschen	wusch	Kannst du bitte das Auto waschen?	Можешь, пожалуйста, помыть машину?	Ich wasche meine Kleidung jeden Samstag.	Я стираю свою одежду каждую субботу.			A1 chatgpt
n=(^OJ*p:%	Universal German word template	Werkstatt	мастерская		die	Werkstätten				In der Werkstatt des Künstlers hängen viele unvollendete Gemälde.	В мастерской художника висит много незаконченных картин.					chatgpt
h&~9;J^3*w	Universal German word template	Wurst	<div>колбаса, сосиска</div>		die	Würste										
"P6J?iH}[*#"	Universal German word template	wegkommen	<ul><li>уходить, уезжать, отходить</li><li>избавляться</li></ul>				kommt weg	sein weggekommen	kam weg	Ich hoffe, wir kommen rechtzeitig zum Flughafen weg.	Я надеюсь, что мы уедем в аэропорт вовремя.	Von diesen Flecken wird er nie wegkommen.	С этих пятен он никогда не избавится.	Sie ist traurig, weil ihr Hund weggelaufen ist.	Она грустит, потому что её собака убежала.	chatgpt
t9=SL31Qw;	Universal German word template	Welt	мир, вселенная		die	Welten				Es gibt viele Probleme auf der Welt.	В мире много проблем.	Die Welt ist groß.	Мир огромен.	Sie träumt von einer Reise um die Welt.	Она мечтает о путешествии вокруг света.	A1 chatgpt
OJ=.c2$}k	Universal German word template	wetten	делать ставку, заключать пари				wettet	haben gewettet	wettete	Wir können wetten, dass Deutschland das Fußballspiel gewinnt.	Мы можем поспорить, что Германия выиграет футбольный матч.	Wetten, dass du das nicht in einer Stunde schaffst?	Спорим, что ты не справишься с этим за час?			chatgpt
C/QSjGHOIx	Universal German word template	wütend	яростный, злой	"<ul><li><div><strong class=""spoiler"">über (A)</strong>: означает ""о"" или ""из-за"", используется для выражения причины чувства.</div><ul><li>Beispiel: Er ist wütend über den verpassten Zug.</li><li>Перевод: Он злится из-за пропущенного поезда.</li></ul></li><li><div><strong class=""spoiler"">auf (A)</strong>: означает ""на кого-то/что-то"", используется для указания объекта гнева.</div><ul><li>Beispiel: Sie ist wütend auf ihren Bruder.</li><li>Перевод: Она злится на своего брата.</li></ul></li><li><div><strong class=""spoiler"">wegen (G)</strong>: означает ""из-за"", указывает на причину гнева, требует употребления существительного в родительном падеже.</div><ul><li>Beispiel: Sie sind wütend wegen des schlechten Wetters.</li><li>Перевод: Они злятся из-за плохой погоды.</li></ul></li></ul>"						Er ist wütend aus dem Zimmer gegangen.	Он в ярости вышел из комнаты.	Sie wurde wütend, als sie die Nachricht hörte.	Она разозлилась, когда услышала новость.			chatgpt
fiIE|NN@<:	Universal German word template	wegfahren	уезжать, отъезжать				fährt weg	sein weggefahren	fuhr weg	Ich werde morgen früh wegfahren, um den Verkehr zu meiden.	Завтра рано утром я уеду, чтобы избежать пробок.	Wir können nicht wegfahren, das Auto ist kaputt.	Мы не можем уехать, машина сломана.			chatgpt
yk(iK0yOdo	Universal German word template	wollen	<div>хотеть</div>	"<ol><li><div><strong class=""spoiler"">Wollen</strong>: Этот глагол означает ""хотеть"" и используется для выражения сильного, конкретного желания или воли. Он указывает на более решительное и уверенное желание. Например, ""Ich will ein Buch lesen"" (Я хочу прочитать книгу) подразумевает более сильное намерение.</div></li><li><div><strong class=""spoiler"">Möchten</strong>: Этот глагол является формой вежливого выражения желания и часто переводится как ""хотел бы"" или ""хотела бы"". Он используется для выражения желания в более мягкой, вежливой или менее навязчивой форме. Например, ""Ich möchte ein Glas Wasser"" (Я бы хотел стакан воды) звучит более вежливо и менее настойчиво.</div></li></ol>"			will	haben gewollt	wollte	Wollen Sie einen Kaffee trinken?	Хотите выпить кофе?	Ich will Deutsch lernen.	Я хочу учить немецкий.	Willst du mit mir kommen?	Ты хочешь пойти со мной?	A1 chatgpt
A.[Tbj[A>4	Universal German word template	wiederholen	<ul><li>повторять (фразу, действие)</li><li>возвращать на место, приносить обратно</li></ul>				"<ul><li>wiederholt – повторять (фразу, действие)</li><li>holt wieder – возвращать на место, приносить обратно</li>
</ul>"	"<ul><li>haben wiederholt – повторять (фразу, действие)</li><li>haben wiedergeholt – возвращать на место, приносить обратно</li>
</ul>"	"<ul><li>wiederholte – повторять (фразу, действие)</li><li>holte wieder – возвращать на место, приносить обратно</li>
</ul>"	Können Sie das bitte wiederholen?	Могли бы Вы это пожалуйста повторить?	Der Hund hat den Stock wiedergeholt.	Собака принесла палку обратно.			A1 chatgpt
K2r;@Kzl`I	Universal German word template	wie viel	сколько							Wie viel Milch nehmen Sie?	Сколько молока Вы возьмете?	Wie viel kostet das Brot?	Сколько стоит хлеб?	Wie viel Uhr ist es?	Который час?	A1 chatgpt
i(X9ovoo_V	Universal German word template	wann	когда							Wann bist du fertig?	Когда ты будешь готов(а)?	Wann treffen wir uns?	Когда мы встречаемся?	Wann beginnt der Film?	Когда начинается фильм?	A1 chatgpt
J-KtOnIF6X	Universal German word template	was für ein	какой, какая, какое, какие							Was für eine Farbe möchten Sie?	Какой цвет вы хотели бы?	Was für ein schönes Wetter heute!	Какая сегодня прекрасная погода!	Was für ein Auto hast du gekauft?	Какую машину ты купил?	A1 chatgpt
MYhXf{r-,*	Universal German word template	weh	больно, боль<br><ul></ul>	"<ol><li><div><strong class=""spoiler"">Weh</strong></div><ul><li><em>Описание</em>: ""Weh"" часто используется для выражения физической или эмоциональной боли.</li><li><em>Пример</em>: ""Es tut weh."" (Это больно.)</li></ul></li><li><div><strong class=""spoiler"">Schmerzhaft</strong></div><ul><li><em>Описание</em>: ""Schmerzhaft"" - это прилагательное и переводится как ""болезненный"" или ""причиняющий боль"". Это слово описывает что-то, что вызывает физическую боль.</li><li><em>Пример</em>: ""Eine schmerzhafte Erfahrung."" (Болезненный опыт.)</li></ul></li><li><div><strong class=""spoiler"">Leid</strong></div><ul><li><em>Описание</em>: ""Leid"" часто используется в контексте метафорической или эмоциональной боли. ""Leiden"" как глагол переводится как ""страдать"", и ""Leid"" как существительное можно перевести как ""страдание"".</li><li><em>Пример</em>: ""Er hat viel Leid erfahren."" (Он пережил много страданий.)</li></ul></li><li><div><strong class=""spoiler"">Schmerzt</strong></div><ul><li><em>Описание</em>: ""Schmerzt"" - это форма глагола ""schmerzen"" (болеть). ""Schmerzen"" как существительное (во множественном числе) также может обозначать ""боль"" в физическом смысле.</li><li><em>Пример</em>: ""Mein Arm schmerzt."" (Моя рука болит.)</li></ul></li></ol><div>Различия между этими словами заключаются в нюансах их использования и контексте, в котором они обычно применяются. ""Weh"" и ""schmerzt"" чаще всего связаны с физической болью, в то время как ""leid"" больше ассоциируется с эмоциональным или метафорическим страданием. В то время как ""schmerzhaft"" чаще используется как характеристика чего-то, что вызывает физическую боль. Каждое слово имеет свои уникальные коннотации и может быть наиболее подходящим в различных ситуациях или контекстах.</div>"						Er fällt vom Fahrrad und bricht sich den Fuß, das tut sehr weh!	Он падает с велосипеда и ломает ногу, это очень больно!	Es tut weh.	Это больно.	Weh sagen	жаловаться на боль	chatgpt
mZ4<&Ly?RM	Universal German word template	Wissenschaft	наука		die	Wissenschaften										
FVdWv~RVgw	Universal German word template	Waschmittel	"<ul><li>моющее средство</li><li>средство для стирки, стиральный порошок</li>
</ul>"		das	Waschmittel										chatgpt
u%q7Eyw940	Universal German word template	wahnsinnig	безумный, сумасшедший, дикий, безрассудный	"<ol><li><div><strong class=""spoiler"">Wahnsinnig</strong>: Дословно переводится как ""безумный"" или ""сумасшедший"". Это слово может использоваться как в буквальном смысле (для описания действительного психического расстройства), так и в переносном, для выражения чрезвычайной степени чего-либо (например, ""wahnsinnig gut"" - безумно хорошо).</div></li><li><div><strong class=""spoiler"">Verrückt</strong>: Также означает ""сумасшедший"" или ""помешанный"". Это слово часто используется для описания чего-то или кого-то необычного, странного, выходящего за рамки нормы. Подобно ""wahnsinnig"", оно может употребляться как в буквальном, так и в переносном смысле.</div></li><li><div><strong class=""spoiler"">Irre</strong>: Этот термин также переводится как ""сумасшедший"", но часто имеет более легкомысленное или менее серьезное звучание по сравнению с ""wahnsinnig"" и ""verrückt"". ""Irre"" может использоваться для описания чего-то удивительного или поразительного. Например, ""Das ist ja irre!"" - ""Это же невероятно!""</div></li><li><div><strong class=""spoiler"">Unglaublich</strong>: Это слово переводится как ""невероятный"" и чаще всего используется для выражения удивления или восхищения. ""Unglaublich"" не несет в себе никакого намека на сумасшествие или безумие, в отличие от первых трех слов. Это слово подходит для описания чего-то удивительного, поразительного или неожиданного.</div></li></ol>"						Ich bin einfach wahnsinnig froh, dass du hier bist.	Я просто безумно рад, что ты здесь.	Das ist doch wahnsinnig gefährlich!	Это же безумно опасно!			chatgpt
q[J]c4;?P%	Universal German word template	Weizen	пшеница		der	Weizen				Der Weizen muss gemahlen werden, bevor er zum Backen verwendet werden kann.	Пшеницу нужно перемолоть, прежде чем использовать её для выпечки.	Weizen ist die Hauptzutat in vielen Brotsorten.	Пшеница является основным ингредиентом во многих сортах хлеба.			chatgpt
l@97>(=I>O	Universal German word template	wichtig	важный	"<ul><li><strong class=""spoiler"">für (A)</strong> - означает ""для"", указывает на то, что является важным для кого-то или чего-то. Пример: Diese Informationen sind wichtig für die Entscheidung. - Эта информация важна для принятия решения.</li><li><strong class=""spoiler"">bei (D)</strong> - означает ""при"", указывает на обстоятельства, в которых что-то или кто-то является важным. Пример: Teamwork ist wichtig bei der Zusammenarbeit. - Командная работа важна при сотрудничестве.</li></ul>"						Dieses Formular ist sehr wichtig.	Эта форма очень важна.	Es ist wichtig, pünktlich zu sein.	Это важно быть пунктуальным.	Wichtig bei dem Rezept ist, dass du genau die Mengen benutzt.	Важно в этом рецепте использовать точно указанные количества ингредиентов.	A1 chatgpt
gYuzfi>MID	Universal German word template	wachen	<ul><li>охранять, наблюдать, следить</li><li>бодрствовать</li></ul>				wacht	haben gewacht	wachte	Er wacht jede Nacht, um zu studieren.	Он бодрствует каждую ночь, чтобы учиться.	Die Polizei wacht über die öffentliche Sicherheit.	Полиция стоит на страже общественной безопасности.			chatgpt
Ov~UA;rWnY	Universal German word template	Wind	ветер		der	Winde				Der Wind kommt aus Osten.	Ветер идёт с востока.	Der Wind ist heute stark.	Сегодня ветер сильный.	Der Wind weht von Norden.	Ветер дует с севера.	A1 chatgpt
nx7.]`YBj0	Universal German word template	willkommen	<ul><li>добро пожаловать</li><li>желанный, приветствуемый</li></ul>							Herzlich willkommen!	Сердечно приветствуем!	Willkommen zu Hause!	Добро пожаловать домой!	Ein willkommener Gast	Желанный гость	A1 chatgpt
yG>?BEh*+P	Universal German word template	wählen	"<ul><li>голосовать<br></li><li>набирать</li>
<li>выбирать</li>
</ul>"				wählt	haben gewählt	wählte	Sie können wählen: Als Vorspeise gibt es Suppe oder Salat.	Вы можете выбрать: В качестве закуски можно съесть суп или салат.	Sie müssen erst eine Null wählen.	Сначала нужно выбрать ноль.	Ich habe diese Partei nicht gewählt.	Я не голосовал за эту партию.	
lE*CXM1]iK	Universal German word template	Wassermann	Водолей (созвездие, знак Зодиака)		der	Wassermänner										chatgpt
"A|Ji&t[-#L"	Universal German word template	Weise	<ul><li>способ, манера</li><li>мелодия</li></ul>		die	Weisen				In vielerlei Weise unterscheidet sich ihre Meinung von meiner.	Во многих отношениях её мнение отличается от моего.	Auf diese Weise lösen wir das Problem.	Таким образом мы решаем проблему.			chatgpt
P%OHinFu.<	Universal German word template	wahrscheinlich	вероятно, возможно, скорее всего	"<ul><li><div><strong class=""spoiler"">Wahrscheinlich</strong>:</div><ul><li><strong class=""spoiler"">Значение</strong>: вероятно, скорее всего.</li><li><strong class=""spoiler"">Уровень уверенности</strong>: более высокий уровень уверенности по сравнению с ""vielleicht"".</li><li><strong class=""spoiler"">Пример</strong>: Es wird morgen wahrscheinlich regnen. (Завтра, вероятно, будет дождь.)</li><li><strong class=""spoiler"">Использование</strong>: когда говорящий считает, что событие или действие скорее всего произойдет.</li></ul></li><li><div><strong class=""spoiler"">Vielleicht</strong>:</div><ul><li><strong class=""spoiler"">Значение</strong>: возможно, может быть.</li><li><strong class=""spoiler"">Уровень уверенности</strong>: более низкий уровень уверенности по сравнению с ""wahrscheinlich"".</li><li><strong class=""spoiler"">Пример</strong>: Vielleicht komme ich später. (Возможно, я приду позже.)</li><li><strong class=""spoiler"">Использование</strong>: когда говорящий считает, что событие или действие может произойти, но нет уверенности.</li></ul></li></ul>"						Es wird wahrscheinlich morgen regnen.	Вероятно, завтра будет дождь.	Ich komme wahrscheinlich etwas später zum Treffen.	Вероятно, я немного опоздаю на встречу.			chatgpt
ewOe>)mkk=	Universal German word template	wechseln	менять, обменивать, перемещаться, сменять	"""wechseln"" употребляется для обозначения изменения или смены чего-либо, в то время как ""austauschen"" более узко связан с обменом или заменой одной вещи или лица на другую."						Ich möchte mein Geld in Euro wechseln, bevor ich ins Ausland reise.	Я хочу обменять деньги на евро перед тем, как поехать за границу.	Vergiss nicht, die Batterien in der Fernbedienung zu wechseln.	Не забудь заменить батарейки в пульте управления.			chatgpt
s8v$(XQ1I*	Universal German word template	weil	потому что							Er will mir nur nichts sagen, weil meine Krankheit so schlimm ist.	Он просто не хочет говорить мне, потому что моя болезнь так тяжела.					
Dg2R6oC*ef	Universal German word template	Wirkung	эффект, действие, воздействие		die	Wirkungen				Erleben Sie die positive Wirkung des richtiges Atmens!	Испытайте положительный эффект правильного дыхания!	Die Wirkung des Medikaments tritt in einer Stunde ein.	Действие лекарства начинается через час.	Seine Worte hatten keine Wirkung auf sie.	Его слова не произвели на неё никакого впечатления.	chatgpt
C-A`.;>9Nu	Universal German word template	wehren	сопротивляться, защищаться, обороняться				wehrt	haben gewehrt	wehrte	Er wehrte sich nach Kräften, konnte sich aber nicht befreien.	Он сопротивлялся изо всех сил, но не смог освободиться.	Er wehrt sich gegen die Anschuldigungen.	Он защищается от обвинений.			chatgpt
MH*(=-wf;:	Universal German word template	welch	какой, какая, какие, какое							Welches Buch möchtest du?	Какую книгу ты хочешь?	Welches Kleid gefällt dir?	Какое платье тебе нравится?	Welche Farbe hat dein Auto?	Какого цвета у тебя автомобиль?	A1 chatgpt
FIgs%Deg[1	Universal German word template	wohin	куда							Wohin gehst du?	Куда ты идешь?					A1
oDs%1a-IcD	Universal German word template	Wille	воля, желание		der	Willen				Sie hatte den Willen, ihre Fähigkeiten weiterzuentwickeln und sich zu verbessern.	У нее было желание продолжить развивать свои способности и совершенствоваться.					chatgpt
rZ>uZM5bzD	Universal German word template	Welle	волна		die	Wellen										chatgpt
A3+<EiepPG	Universal German word template	wirksam	действенный, эффективный							Wir müssen wirksamere Maßnahmen ergreifen, um die Umwelt zu schützen.	Нам нужно принимать более эффективные меры для защиты окружающей среды.	Die Kampagne war wirksam und hat das Bewusstsein für das Problem erhöht.	Кампания была успешной и повысила осведомленность о проблеме.			chatgpt
xVdJ_srt}s	Universal German word template	wissen zu	знать как [делать что-то]	"<div>  В немецком языке глагол ""wissen"" используется для выражения знания какого-либо факта или информации.</div>
<div>
  Фраза ""wissen zu"" чаще всего используется в более специфических контекстах и означает не просто знание, но и умение применять это знание правильно. Эта конструкция ближе к выражению ""знать, как"". 
</div>"			weiß zu	haben zu gewusst	wusste zu	Eine Frau weiß sich immer zu helfen.	Женщина всегда знает, как себе помочь.	Dieser Mann weiß gut zu leben.	Этот человек умеет жить хорошо.	Er weiß seine Zeit gut zu nutzen.	Он знает, как хорошо использовать своё время.	
e6<uF6Hhmv	Universal German word template	wo	где							Wo waren Sie im Urlaub?&nbsp;	Где вы были в отпуске?	Wo ist die Post?&nbsp;	Где находится почта?	Wo sind Sie geboren?	Где вы родились?	A1 chatgpt
D*k]o-`=2<	Universal German word template	werten	"<ul><li>оценивать</li><li>рассматривать</li>
</ul>"	Syn: wertvoll, lieb, sinnvoll			wertet	haben gewertet	wertete	Experten werten die neuesten Statistiken aus.	Эксперты анализируют последние статистические данные.	Die Kritiker werteten den Film als Meisterwerk.	Критики оценили фильм как шедевр.			chatgpt
N7%E72,{.>	Universal German word template	wissen	знать, уметь	"<h3>Wissen</h3><div>""Wissen"" относится к знанию фактов, информации или навыков. Это слово требует использования подлежащего и сказуемого в виде придаточного предложения. Например:</div><ul><li>Ich weiß, dass du Recht hast. (Я знаю, что ты прав.)</li><li>Weißt du, wie spät es ist? (Ты знаешь, который сейчас час?)</li></ul><h3>Kennen</h3><div>""Kennen"" используется, когда речь идёт о знакомстве с чем-либо или кем-либо. Это может быть человек, место, предмет или даже фильм. ""Kennen"" требует прямого объекта. Например:</div><ul><li>Ich kenne ihn gut. (Я хорошо его знаю.)</li><li>Kennst du diesen Film? (Ты знаешь этот фильм?)</li></ul><div><h3>Erkennen</h3></div>Может использоваться в смысле ""признать"" или ""распознать"".<br><h3>Verstehen</h3>""verstehen"" ближе к ""понимать"", чем к ""знать"".<br><div></div>"			weiß	haben gewusst	ich wusste	Ich weiß, wo du wohnst.	Я знаю, где ты живешь.	Weißt du, wie spät es ist?	Ты знаешь, который час?	Sie weiß die Antwort nicht.	Она не знает ответа.	A1 chatgpt
nRv)PAf>MP	Universal German word template	weit	<ul><li>далеко</li><li>широко</li></ul>							Zum Bahnhof ist es nicht weit.	До вокзала не далеко.	Das Meer ist weit weg.	Море далеко.	Die Stadt ist weit.	Город далеко.	A1 chatgpt
HY)Z79Du:y	Universal German word template	Wasser	вода		das	Wässer, Wasser				Ein Glas Wasser, bitte.	Стакан воды, пожалуйста.	Ich trinke Wasser.	Я пью воду.			A1 chatgpt
E7D`-ei&1E	Universal German word template	wohl	<ul><li>наверное, вероятно, вполне</li><li>хорошо, уютно</li></ul>							Er hat wohl vergessen, uns zu informieren.	Он, вероятно, забыл нас проинформировать.	Fühlst du dich wohl?	Тебе хорошо? (Чувствуешь себя хорошо?)	Das wird wohl nicht leicht sein.	Это, наверное, не будет легко.	chatgpt
y1|HT^NW6s	Universal German word template	Wort	слово		das	<ul><li><div>die Wörter — используется для обозначения конкретных, реальных слов, которые присутствуют в языке и используются в разговорной и письменной речи.</div></li><li><div>die Worte — употребляется для выражения абстрактных понятий, значений или фраз, которые не всегда являются конкретными словами. Она обозначает смысловое содержание, подразумевая несколько слов, объединенных общей идеей или концепцией</div></li></ul>				Ich kenne viele deutsche Wörter.	Я знаю много немецких слов.	Die Wörter in diesem Buch sind schwer zu verstehen.	Слова в этой книге трудно понять.	Seine Worte hatten tiefgreifende Bedeutung.	Его слова имели глубокий смысл. (= Его речь имела глубокий смысл)	A1 chatgpt
mEan61eJ|D	Universal German word template	Wal	кит		der	Wale										
